Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s) II(1/s)
0.51 4.85829e+13 1.39393e+13 2.27651e+13 3.06196e+12 7.51062e+12 1.30594e+12 0
0.511 4.86552e+13 1.39575e+13 2.28034e+13 3.06591e+12 7.52083e+12 1.3076e+12 0
0.512 4.87249e+13 1.39752e+13 2.284e+13 3.06984e+12 7.53059e+12 1.30926e+12 0
0.513 4.87914e+13 1.39929e+13 2.28739e+13 3.07374e+12 7.54003e+12 1.31091e+12 0
0.514 4.88547e+13 1.40107e+13 2.29047e+13 3.0776e+12 7.54917e+12 1.31256e+12 0
0.515 4.89147e+13 1.40283e+13 2.29328e+13 3.08143e+12 7.55801e+12 1.31421e+12 0
0.516 4.89729e+13 1.40459e+13 2.29588e+13 3.08522e+12 7.56704e+12 1.31587e+12 0
0.517 4.90309e+13 1.40637e+13 2.29831e+13 3.089e+12 7.57755e+12 1.31754e+12 0
0.518 4.90874e+13 1.40818e+13 2.30055e+13 3.09273e+12 7.58819e+12 1.31921e+12 0
0.519 4.91454e+13 1.41002e+13 2.3029e+13 3.09643e+12 7.59887e+12 1.32088e+12 0
0.52 4.92125e+13 1.41187e+13 2.30615e+13 3.1001e+12 7.60965e+12 1.32256e+12 0
0.521 4.92798e+13 1.41376e+13 2.30937e+13 3.10375e+12 7.62049e+12 1.32424e+12 0
0.522 4.93473e+13 1.4157e+13 2.31256e+13 3.1074e+12 7.63136e+12 1.32591e+12 0
0.523 4.94156e+13 1.4177e+13 2.31576e+13 3.11106e+12 7.64227e+12 1.32757e+12 0
0.524 4.94844e+13 1.41977e+13 2.31895e+13 3.11472e+12 7.65323e+12 1.32923e+12 0
0.525 4.95532e+13 1.42186e+13 2.32211e+13 3.11838e+12 7.66425e+12 1.33087e+12 0
0.526 4.96219e+13 1.42397e+13 2.32524e+13 3.12206e+12 7.67532e+12 1.33251e+12 0
0.527 4.96903e+13 1.42607e+13 2.32833e+13 3.12572e+12 7.68645e+12 1.33413e+12 0
0.528 4.97576e+13 1.42809e+13 2.33141e+13 3.12933e+12 7.69758e+12 1.33572e+12 0
0.529 4.9824e+13 1.43004e+13 2.33446e+13 3.13291e+12 7.70878e+12 1.33731e+12 0
0.53 4.98894e+13 1.43193e+13 2.33748e+13 3.13645e+12 7.71997e+12 1.33887e+12 0
0.531 4.99539e+13 1.43375e+13 2.34054e+13 3.13995e+12 7.73071e+12 1.34042e+12 0
0.532 5.00198e+13 1.43551e+13 2.34375e+13 3.14342e+12 7.74176e+12 1.34196e+12 0
0.533 5.00866e+13 1.43725e+13 2.34704e+13 3.14688e+12 7.75332e+12 1.34351e+12 0
0.534 5.01541e+13 1.439e+13 2.35037e+13 3.15031e+12 7.765e+12 1.34504e+12 0
0.535 5.02235e+13 1.44089e+13 2.35375e+13 3.15369e+12 7.7768e+12 1.34657e+12 0
0.536 5.02937e+13 1.44281e+13 2.35718e+13 3.15702e+12 7.78872e+12 1.34809e+12 0
0.537 5.03649e+13 1.44478e+13 2.36065e+13 3.1603e+12 7.80078e+12 1.34959e+12 0
0.538 5.0437e+13 1.44677e+13 2.36416e+13 3.16354e+12 7.81297e+12 1.35109e+12 0
0.539 5.051e+13 1.4488e+13 2.36773e+13 3.16677e+12 7.82528e+12 1.35258e+12 0
0.54 5.05837e+13 1.45086e+13 2.37135e+13 3.16993e+12 7.83752e+12 1.35407e+12 0
0.541 5.06574e+13 1.45293e+13 2.37502e+13 3.17271e+12 7.84964e+12 1.35556e+12 0
0.542 5.07311e+13 1.455e+13 2.37874e+13 3.17486e+12 7.86175e+12 1.35704e+12 0
0.543 5.08029e+13 1.45705e+13 2.3824e+13 3.17659e+12 7.8733e+12 1.35849e+12 0
0.544 5.0874e+13 1.45903e+13 2.38597e+13 3.17864e+12 7.8855e+12 1.35988e+12 0
0.545 5.09445e+13 1.46095e+13 2.38951e+13 3.18104e+12 7.89772e+12 1.36115e+12 0
0.546 5.10104e+13 1.4628e+13 2.39265e+13 3.18372e+12 7.90989e+12 1.36236e+12 0
0.547 5.10803e+13 1.46459e+13 2.39624e+13 3.18641e+12 7.92196e+12 1.36361e+12 0
0.548 5.11503e+13 1.46631e+13 2.39991e+13 3.18916e+12 7.93393e+12 1.3649e+12 0
0.549 5.122e+13 1.46798e+13 2.40361e+13 3.19201e+12 7.94584e+12 1.36624e+12 0
0.55 5.12901e+13 1.46964e+13 2.40734e+13 3.19495e+12 7.95773e+12 1.36756e+12 0
0.551 5.13612e+13 1.47138e+13 2.41109e+13 3.19799e+12 7.96962e+12 1.36888e+12 0
0.552 5.14333e+13 1.47318e+13 2.41487e+13 3.20109e+12 7.98146e+12 1.3702e+12 0
0.553 5.15063e+13 1.47504e+13 2.41869e+13 3.20428e+12 7.99327e+12 1.37152e+12 0
0.554 5.15798e+13 1.47691e+13 2.42253e+13 3.20755e+12 8.00505e+12 1.37284e+12 0
0.555 5.1653e+13 1.47876e+13 2.42636e+13 3.21089e+12 8.01679e+12 1.37411e+12 0
0.556 5.17258e+13 1.4806e+13 2.43019e+13 3.21431e+12 8.02843e+12 1.37523e+12 0
0.557 5.17985e+13 1.48243e+13 2.43402e+13 3.21779e+12 8.03992e+12 1.37617e+12 0
0.558 5.18712e+13 1.48429e+13 2.43786e+13 3.22133e+12 8.05122e+12 1.37707e+12 0
0.559 5.19438e+13 1.48618e+13 2.44167e+13 3.22494e+12 8.06229e+12 1.37809e+12 0
0.56 5.2016e+13 1.48807e+13 2.44543e+13 3.22861e+12 8.07323e+12 1.37922e+12 0
0.561 5.20878e+13 1.48996e+13 2.44913e+13 3.23234e+12 8.08414e+12 1.38042e+12 0
0.562 5.21588e+13 1.49185e+13 2.45276e+13 3.23608e+12 8.09499e+12 1.38164e+12 0
0.563 5.22292e+13 1.49374e+13 2.45633e+13 3.23977e+12 8.10579e+12 1.38289e+12 0
0.564 5.22993e+13 1.49564e+13 2.45987e+13 3.2434e+12 8.1166e+12 1.38418e+12 0
0.565 5.23693e+13 1.49754e+13 2.4634e+13 3.24698e+12 8.12742e+12 1.3855e+12 0
0.566 5.24391e+13 1.49945e+13 2.46691e+13 3.25048e+12 8.13825e+12 1.38684e+12 0
0.567 5.25088e+13 1.50136e+13 2.4704e+13 3.25392e+12 8.14909e+12 1.3882e+12 0
0.568 5.25784e+13 1.50327e+13 2.47386e+13 3.25743e+12 8.15995e+12 1.38958e+12 0
0.569 5.26477e+13 1.50519e+13 2.47729e+13 3.26107e+12 8.17088e+12 1.39097e+12 0
0.57 5.2717e+13 1.50709e+13 2.48069e+13 3.26482e+12 8.1819e+12 1.39238e+12 0
0.571 5.2786e+13 1.509e+13 2.48406e+13 3.26858e+12 8.19303e+12 1.39382e+12 0
0.572 5.28545e+13 1.5109e+13 2.48737e+13 3.27214e+12 8.2043e+12 1.3953e+12 0
0.573 5.2922e+13 1.5128e+13 2.4906e+13 3.27542e+12 8.21565e+12 1.39683e+12 0
0.574 5.29886e+13 1.5147e+13 2.49377e+13 3.27863e+12 8.22696e+12 1.39837e+12 0
0.575 5.30549e+13 1.51658e+13 2.49693e+13 3.28184e+12 8.23811e+12 1.39991e+12 0
0.576 5.31208e+13 1.51843e+13 2.5001e+13 3.28494e+12 8.24909e+12 1.40142e+12 0
0.577 5.31859e+13 1.52027e+13 2.50324e+13 3.28793e+12 8.25992e+12 1.40291e+12 0
0.578 5.32505e+13 1.52209e+13 2.50639e+13 3.29078e+12 8.27061e+12 1.40439e+12 0
0.579 5.33151e+13 1.52389e+13 2.50957e+13 3.29352e+12 8.28116e+12 1.40583e+12 0
0.58 5.33797e+13 1.52567e+13 2.51279e+13 3.29617e+12 8.29167e+12 1.40723e+12 0
0.581 5.34447e+13 1.52744e+13 2.51606e+13 3.29882e+12 8.30229e+12 1.40859e+12 0
0.582 5.35103e+13 1.52919e+13 2.51936e+13 3.30155e+12 8.31333e+12 1.40993e+12 0
0.583 5.35768e+13 1.53092e+13 2.52272e+13 3.30434e+12 8.32477e+12 1.41128e+12 0
0.584 5.36443e+13 1.53265e+13 2.52617e+13 3.30715e+12 8.33639e+12 1.41264e+12 0
0.585 5.37127e+13 1.53436e+13 2.52971e+13 3.30989e+12 8.34816e+12 1.41398e+12 0
0.586 5.37821e+13 1.53606e+13 2.53336e+13 3.31252e+12 8.36002e+12 1.41528e+12 0
0.587 5.38518e+13 1.53776e+13 2.53706e+13 3.31513e+12 8.3718e+12 1.41653e+12 0
0.588 5.39219e+13 1.53949e+13 2.54079e+13 3.31784e+12 8.38348e+12 1.41776e+12 0
0.589 5.39917e+13 1.54121e+13 2.5445e+13 3.32066e+12 8.39501e+12 1.419e+12 0
0.59 5.40599e+13 1.5429e+13 2.54809e+13 3.32348e+12 8.40633e+12 1.42023e+12 0
0.591 5.41263e+13 1.54458e+13 2.55156e+13 3.3262e+12 8.41737e+12 1.42143e+12 0
0.592 5.41911e+13 1.54624e+13 2.55491e+13 3.32882e+12 8.42813e+12 1.42261e+12 0
0.593 5.42543e+13 1.54789e+13 2.55816e+13 3.3314e+12 8.43873e+12 1.42376e+12 0
0.594 5.43166e+13 1.54952e+13 2.5613e+13 3.33406e+12 8.44944e+12 1.42489e+12 0
0.595 5.43783e+13 1.55114e+13 2.5644e+13 3.33681e+12 8.46002e+12 1.426e+12 0
0.596 5.44399e+13 1.55275e+13 2.56752e+13 3.33964e+12 8.47049e+12 1.42714e+12 0
0.597 5.45036e+13 1.55433e+13 2.57085e+13 3.34251e+12 8.48098e+12 1.42831e+12 0
0.598 5.45681e+13 1.55589e+13 2.57425e+13 3.34548e+12 8.49167e+12 1.42952e+12 0
0.599 5.46334e+13 1.55743e+13 2.57772e+13 3.34855e+12 8.50264e+12 1.43075e+12 0
0.6 5.46995e+13 1.55895e+13 2.58124e+13 3.35172e+12 8.51382e+12 1.432e+12 0
0.601 5.4766e+13 1.56044e+13 2.58482e+13 3.355e+12 8.52508e+12 1.43326e+12 0
0.602 5.48325e+13 1.56188e+13 2.58845e+13 3.35834e+12 8.53628e+12 1.43454e+12 0
0.603 5.48965e+13 1.56307e+13 2.5921e+13 3.36174e+12 8.54725e+12 1.43586e+12 0
0.604 5.49562e+13 1.56384e+13 2.59574e+13 3.36519e+12 8.55806e+12 1.43721e+12 0
0.605 5.50127e+13 1.56431e+13 2.59935e+13 3.36869e+12 8.56877e+12 1.43856e+12 0
0.606 5.50699e+13 1.56499e+13 2.60284e+13 3.37223e+12 8.57939e+12 1.43991e+12 0
0.607 5.51283e+13 1.56591e+13 2.60623e+13 3.37576e+12 8.58991e+12 1.44126e+12 0
0.608 5.51875e+13 1.56701e+13 2.60952e+13 3.37931e+12 8.60029e+12 1.44261e+12 0
0.609 5.52455e+13 1.56811e+13 2.61269e+13 3.38285e+12 8.61067e+12 1.44396e+12 0
0.61 5.53029e+13 1.56925e+13 2.61575e+13 3.3864e+12 8.62119e+12 1.44532e+12 0
0.611 5.53601e+13 1.57045e+13 2.61871e+13 3.38995e+12 8.6319e+12 1.44668e+12 0
0.612 5.54181e+13 1.57171e+13 2.62167e+13 3.39352e+12 8.64273e+12 1.44808e+12 0
0.613 5.54778e+13 1.57303e+13 2.62473e+13 3.39709e+12 8.65362e+12 1.4495e+12 0
0.614 5.55392e+13 1.57441e+13 2.62791e+13 3.40065e+12 8.66448e+12 1.45095e+12 0
0.615 5.56018e+13 1.57583e+13 2.63116e+13 3.40417e+12 8.67531e+12 1.45242e+12 0
0.616 5.5665e+13 1.5773e+13 2.63442e+13 3.40774e+12 8.68612e+12 1.45387e+12 0
0.617 5.57285e+13 1.57883e+13 2.63764e+13 3.41142e+12 8.69698e+12 1.45533e+12 0
0.618 5.57922e+13 1.5804e+13 2.64084e+13 3.4151e+12 8.70787e+12 1.45679e+12 0
0.619 5.58566e+13 1.58202e+13 2.64405e+13 3.41879e+12 8.71877e+12 1.45827e+12 0
0.62 5.59218e+13 1.58369e+13 2.64731e+13 3.42248e+12 8.72965e+12 1.45978e+12 0
0.621 5.59878e+13 1.5854e+13 2.65059e+13 3.42615e+12 8.74051e+12 1.46127e+12 0
0.622 5.60541e+13 1.58716e+13 2.65388e+13 3.42977e+12 8.75125e+12 1.46276e+12 0
0.623 5.61204e+13 1.58896e+13 2.65714e+13 3.43333e+12 8.76182e+12 1.46423e+12 0
0.624 5.61866e+13 1.59077e+13 2.6604e+13 3.43688e+12 8.77227e+12 1.46571e+12 0
0.625 5.62528e+13 1.59256e+13 2.66368e+13 3.44043e+12 8.78272e+12 1.4672e+12 0
0.626 5.63188e+13 1.59431e+13 2.66699e+13 3.44397e+12 8.7932e+12 1.46869e+12 0
0.627 5.63847e+13 1.59604e+13 2.6703e+13 3.4475e+12 8.80368e+12 1.47018e+12 0
0.628 5.64502e+13 1.59771e+13 2.67364e+13 3.451e+12 8.81409e+12 1.47167e+12 0
0.629 5.65154e+13 1.59935e+13 2.67698e+13 3.45448e+12 8.82445e+12 1.47316e+12 0
0.63 5.65812e+13 1.60105e+13 2.68033e+13 3.45797e+12 8.83478e+12 1.47465e+12 0
0.631 5.66479e+13 1.60282e+13 2.68369e+13 3.46159e+12 8.84508e+12 1.47618e+12 0
0.632 5.67156e+13 1.60467e+13 2.68704e+13 3.46534e+12 8.85536e+12 1.47775e+12 0
0.633 5.67835e+13 1.60654e+13 2.69039e+13 3.46926e+12 8.86562e+12 1.47932e+12 0
0.634 5.68504e+13 1.60829e+13 2.69374e+13 3.47332e+12 8.87583e+12 1.48091e+12 0
0.635 5.69157e+13 1.60985e+13 2.6971e+13 3.47755e+12 8.88605e+12 1.48251e+12 0
0.636 5.69805e+13 1.61137e+13 2.70045e+13 3.48193e+12 8.89624e+12 1.48413e+12 0
0.637 5.70453e+13 1.61289e+13 2.70377e+13 3.48648e+12 8.90635e+12 1.48578e+12 0
0.638 5.71091e+13 1.61435e+13 2.70706e+13 3.49115e+12 8.91638e+12 1.48746e+12 0
0.639 5.71717e+13 1.61572e+13 2.71032e+13 3.49576e+12 8.92632e+12 1.48917e+12 0
0.64 5.72331e+13 1.61703e+13 2.71355e+13 3.50026e+12 8.93619e+12 1.4909e+12 0
0.641 5.72933e+13 1.61826e+13 2.71674e+13 3.50463e+12 8.94599e+12 1.49265e+12 0
0.642 5.73524e+13 1.61943e+13 2.71991e+13 3.5089e+12 8.95573e+12 1.4944e+12 0
0.643 5.74113e+13 1.62061e+13 2.72305e+13 3.51306e+12 8.9654e+12 1.49613e+12 0
0.644 5.74702e+13 1.62185e+13 2.72617e+13 3.51715e+12 8.97497e+12 1.49785e+12 0
0.645 5.75293e+13 1.62314e+13 2.72926e+13 3.52125e+12 8.98445e+12 1.49958e+12 0
0.646 5.75886e+13 1.62447e+13 2.73233e+13 3.52537e+12 8.99384e+12 1.50132e+12 0
0.647 5.76476e+13 1.62582e+13 2.73537e+13 3.5295e+12 9.0032e+12 1.5031e+12 0
0.648 5.77065e+13 1.62716e+13 2.73839e+13 3.53367e+12 9.01245e+12 1.50493e+12 0
0.649 5.77653e+13 1.6285e+13 2.74141e+13 3.53783e+12 9.02154e+12 1.50681e+12 0
0.65 5.78242e+13 1.62987e+13 2.74447e+13 3.54194e+12 9.03008e+12 1.50874e+12 0
0.651 5.7882e+13 1.63127e+13 2.74751e+13 3.54595e+12 9.03748e+12 1.51073e+12 0
0.652 5.79383e+13 1.63268e+13 2.75052e+13 3.54987e+12 9.04377e+12 1.51276e+12 0
0.653 5.7994e+13 1.63407e+13 2.75348e+13 3.55375e+12 9.05002e+12 1.5148e+12 0
0.654 5.80499e+13 1.63545e+13 2.75641e+13 3.55759e+12 9.05689e+12 1.51679e+12 0
0.655 5.8106e+13 1.63684e+13 2.75931e+13 3.56139e+12 9.06436e+12 1.51872e+12 0
0.656 5.81622e+13 1.63824e+13 2.7622e+13 3.56515e+12 9.072e+12 1.52061e+12 0
0.657 5.8218e+13 1.63965e+13 2.76506e+13 3.56886e+12 9.07965e+12 1.52244e+12 0
0.658 5.82737e+13 1.64107e+13 2.76789e+13 3.57253e+12 9.08739e+12 1.52423e+12 0
0.659 5.83293e+13 1.64251e+13 2.77068e+13 3.57616e+12 9.09525e+12 1.52601e+12 0
0.66 5.83849e+13 1.64399e+13 2.77343e+13 3.57977e+12 9.10321e+12 1.52779e+12 0
0.661 5.84407e+13 1.64552e+13 2.77614e+13 3.5833e+12 9.11122e+12 1.52957e+12 0
0.662 5.8496e+13 1.6471e+13 2.77881e+13 3.58672e+12 9.11881e+12 1.53135e+12 0
0.663 5.85506e+13 1.64873e+13 2.78145e+13 3.59004e+12 9.12558e+12 1.53312e+12 0
0.664 5.8604e+13 1.65039e+13 2.78401e+13 3.59327e+12 9.13183e+12 1.53486e+12 0
0.665 5.86539e+13 1.65206e+13 2.78616e+13 3.59642e+12 9.1387e+12 1.53656e+12 0
0.666 5.86977e+13 1.65376e+13 2.78762e+13 3.59955e+12 9.14627e+12 1.5382e+12 0
0.667 5.87373e+13 1.65547e+13 2.78857e+13 3.60266e+12 9.15443e+12 1.53981e+12 0
0.668 5.87802e+13 1.6572e+13 2.78983e+13 3.60572e+12 9.16275e+12 1.54139e+12 0
0.669 5.88272e+13 1.65893e+13 2.79149e+13 3.60875e+12 9.17131e+12 1.54295e+12 0
0.67 5.88776e+13 1.66066e+13 2.79346e+13 3.61175e+12 9.18017e+12 1.54448e+12 0
0.671 5.89284e+13 1.66239e+13 2.79545e+13 3.61474e+12 9.18924e+12 1.546e+12 0
0.672 5.89798e+13 1.66412e+13 2.7975e+13 3.61771e+12 9.19841e+12 1.54749e+12 0
0.673 5.90322e+13 1.66584e+13 2.79966e+13 3.62066e+12 9.20762e+12 1.54897e+12 0
0.674 5.90857e+13 1.66756e+13 2.80192e+13 3.62361e+12 9.21684e+12 1.55044e+12 0
0.675 5.91401e+13 1.66927e+13 2.80428e+13 3.6266e+12 9.22606e+12 1.5519e+12 0
0.676 5.91956e+13 1.67098e+13 2.80673e+13 3.62987e+12 9.23528e+12 1.55334e+12 0
0.677 5.92528e+13 1.67267e+13 2.80927e+13 3.63401e+12 9.24467e+12 1.55475e+12 0
0.678 5.93127e+13 1.67442e+13 2.8119e+13 3.63896e+12 9.25439e+12 1.55615e+12 0
0.679 5.93738e+13 1.67628e+13 2.81461e+13 3.64278e+12 9.26449e+12 1.55757e+12 0
0.68 5.94342e+13 1.67813e+13 2.81741e+13 3.64477e+12 9.27483e+12 1.55912e+12 0
0.681 5.94955e+13 1.67998e+13 2.8203e+13 3.64692e+12 9.28509e+12 1.5608e+12 0
0.682 5.95573e+13 1.68183e+13 2.82326e+13 3.64922e+12 9.29496e+12 1.56228e+12 0
0.683 5.96193e+13 1.68367e+13 2.82629e+13 3.65165e+12 9.30456e+12 1.56343e+12 0
0.684 5.96821e+13 1.68552e+13 2.82941e+13 3.6542e+12 9.31405e+12 1.56459e+12 0
0.685 5.97456e+13 1.68737e+13 2.8326e+13 3.65687e+12 9.32334e+12 1.56574e+12 0
0.686 5.98092e+13 1.68922e+13 2.83582e+13 3.65965e+12 9.33234e+12 1.56689e+12 0
0.687 5.98721e+13 1.69107e+13 2.83899e+13 3.66251e+12 9.341e+12 1.56805e+12 0
0.688 5.99342e+13 1.69292e+13 2.84211e+13 3.66537e+12 9.34934e+12 1.56922e+12 0
0.689 5.99954e+13 1.69476e+13 2.84517e+13 3.66804e+12 9.3576e+12 1.57041e+12 0
0.69 6.0056e+13 1.6966e+13 2.84817e+13 3.67064e+12 9.366e+12 1.57164e+12 0
0.691 6.01163e+13 1.69843e+13 2.8511e+13 3.67327e+12 9.3747e+12 1.57303e+12 0
0.692 6.01782e+13 1.70028e+13 2.85412e+13 3.67593e+12 9.38361e+12 1.57467e+12 0
0.693 6.02421e+13 1.7022e+13 2.85727e+13 3.67872e+12 9.39239e+12 1.57633e+12 0
0.694 6.03075e+13 1.7042e+13 2.86055e+13 3.68165e+12 9.4008e+12 1.5775e+12 0
0.695 6.03736e+13 1.70629e+13 2.86386e+13 3.68471e+12 9.40911e+12 1.5783e+12 0
0.696 6.0439e+13 1.70848e+13 2.86698e+13 3.68783e+12 9.41741e+12 1.57916e+12 0
0.697 6.05024e+13 1.71077e+13 2.8698e+13 3.691e+12 9.42562e+12 1.58008e+12 0
0.698 6.0566e+13 1.71316e+13 2.87254e+13 3.69423e+12 9.43379e+12 1.58106e+12 0
0.699 6.06308e+13 1.71566e+13 2.87528e+13 3.69751e+12 9.44184e+12 1.58209e+12 0
0.7 6.0695e+13 1.71824e+13 2.8779e+13 3.7008e+12 9.44967e+12 1.58316e+12 0
0.701 6.07575e+13 1.72078e+13 2.8804e+13 3.70412e+12 9.45734e+12 1.58426e+12 0
0.702 6.0818e+13 1.72323e+13 2.88278e+13 3.70749e+12 9.46504e+12 1.58538e+12 0
0.703 6.08767e+13 1.72561e+13 2.88503e+13 3.71094e+12 9.47289e+12 1.58648e+12 0
0.704 6.09337e+13 1.7279e+13 2.88719e+13 3.7144e+12 9.48089e+12 1.58754e+12 0
0.705 6.09902e+13 1.73012e+13 2.88936e+13 3.71783e+12 9.48902e+12 1.5886e+12 0
0.706 6.10471e+13 1.73227e+13 2.89162e+13 3.72125e+12 9.49723e+12 1.58967e+12 0
0.707 6.1105e+13 1.73443e+13 2.89398e+13 3.72464e+12 9.50554e+12 1.59078e+12 0
0.708 6.11639e+13 1.73659e+13 2.89641e+13 3.72802e+12 9.51399e+12 1.59193e+12 0
0.709 6.12234e+13 1.73876e+13 2.89886e+13 3.7314e+12 9.52266e+12 1.59313e+12 0
0.71 6.12832e+13 1.74093e+13 2.90132e+13 3.73477e+12 9.53158e+12 1.59437e+12 0
0.711 6.13432e+13 1.7431e+13 2.90378e+13 3.73812e+12 9.54062e+12 1.59563e+12 0
0.712 6.14031e+13 1.74521e+13 2.90629e+13 3.74147e+12 9.5497e+12 1.5969e+12 0
0.713 6.14632e+13 1.74726e+13 2.90888e+13 3.7448e+12 9.55886e+12 1.5982e+12 0
0.714 6.15228e+13 1.74924e+13 2.91146e+13 3.74811e+12 9.56812e+12 1.59951e+12 0
0.715 6.15818e+13 1.75119e+13 2.91402e+13 3.75142e+12 9.57748e+12 1.60083e+12 0
0.716 6.16407e+13 1.75311e+13 2.91657e+13 3.7547e+12 9.58691e+12 1.60218e+12 0
0.717 6.16994e+13 1.75501e+13 2.91914e+13 3.75797e+12 9.5964e+12 1.60355e+12 0
0.718 6.1758e+13 1.75687e+13 2.92172e+13 3.76122e+12 9.60595e+12 1.60495e+12 0
0.719 6.18168e+13 1.75871e+13 2.92432e+13 3.76449e+12 9.61563e+12 1.60637e+12 0
0.72 6.18756e+13 1.76052e+13 2.92693e+13 3.76785e+12 9.6254e+12 1.60787e+12 0
0.721 6.19347e+13 1.7623e+13 2.92957e+13 3.77135e+12 9.63526e+12 1.60945e+12 0
0.722 6.19941e+13 1.76405e+13 2.93228e+13 3.77481e+12 9.64519e+12 1.61093e+12 0
0.723 6.20534e+13 1.76574e+13 2.93506e+13 3.77801e+12 9.65514e+12 1.61224e+12 0
0.724 6.21126e+13 1.76737e+13 2.93792e+13 3.78105e+12 9.66507e+12 1.61356e+12 0
0.725 6.21721e+13 1.76893e+13 2.94087e+13 3.78412e+12 9.67514e+12 1.6149e+12 0
0.726 6.22318e+13 1.77042e+13 2.94385e+13 3.78725e+12 9.68552e+12 1.61625e+12 0
0.727 6.22916e+13 1.77187e+13 2.94687e+13 3.79054e+12 9.69607e+12 1.61761e+12 0
0.728 6.23516e+13 1.7733e+13 2.94991e+13 3.79397e+12 9.7066e+12 1.61899e+12 0
0.729 6.24115e+13 1.77469e+13 2.953e+13 3.79717e+12 9.71713e+12 1.62037e+12 0
0.73 6.2471e+13 1.77605e+13 2.9561e+13 3.80002e+12 9.72765e+12 1.62176e+12 0
0.731 6.25301e+13 1.7774e+13 2.9592e+13 3.80287e+12 9.73815e+12 1.62315e+12 0
0.732 6.25889e+13 1.77872e+13 2.96229e+13 3.80571e+12 9.74863e+12 1.62451e+12 0
0.733 6.26477e+13 1.78003e+13 2.96538e+13 3.8086e+12 9.75909e+12 1.62586e+12 0
0.734 6.27063e+13 1.78134e+13 2.96846e+13 3.81156e+12 9.76953e+12 1.6272e+12 0
0.735 6.27648e+13 1.78263e+13 2.97154e+13 3.81461e+12 9.77993e+12 1.62855e+12 0
0.736 6.28231e+13 1.78391e+13 2.9746e+13 3.81774e+12 9.79028e+12 1.62992e+12 0
0.737 6.28815e+13 1.7852e+13 2.97765e+13 3.82095e+12 9.80075e+12 1.63132e+12 0
0.738 6.29415e+13 1.78664e+13 2.98068e+13 3.82418e+12 9.81143e+12 1.63273e+12 0
0.739 6.30069e+13 1.78864e+13 2.98368e+13 3.82739e+12 9.82212e+12 1.63416e+12 0
0.74 6.30791e+13 1.79121e+13 2.98678e+13 3.83061e+12 9.83296e+12 1.6356e+12 0
0.741 6.31458e+13 1.79304e+13 2.99005e+13 3.83384e+12 9.84403e+12 1.63704e+12 0
0.742 6.31999e+13 1.79359e+13 2.99331e+13 3.83709e+12 9.85535e+12 1.63848e+12 0
0.743 6.32551e+13 1.79422e+13 2.99656e+13 3.84037e+12 9.86694e+12 1.63992e+12 0
0.744 6.33113e+13 1.79494e+13 2.99981e+13 3.84369e+12 9.87883e+12 1.64135e+12 0
0.745 6.33686e+13 1.79572e+13 3.00305e+13 3.84705e+12 9.89104e+12 1.64277e+12 0
0.746 6.3427e+13 1.79659e+13 3.00629e+13 3.85042e+12 9.90357e+12 1.6442e+12 0
0.747 6.34863e+13 1.79753e+13 3.00953e+13 3.85368e+12 9.91637e+12 1.64563e+12 0
0.748 6.35461e+13 1.79854e+13 3.01277e+13 3.85673e+12 9.92917e+12 1.64708e+12 0
0.749 6.36062e+13 1.79959e+13 3.01602e+13 3.85977e+12 9.94173e+12 1.64854e+12 0
0.75 6.36659e+13 1.80065e+13 3.01926e+13 3.86281e+12 9.95403e+12 1.65e+12 0
0.751 6.37243e+13 1.80158e+13 3.02251e+13 3.86584e+12 9.9661e+12 1.65144e+12 0
0.752 6.37825e+13 1.80248e+13 3.02578e+13 3.86888e+12 9.97809e+12 1.65288e+12 0
0.753 6.38406e+13 1.80341e+13 3.02902e+13 3.87193e+12 9.99004e+12 1.65433e+12 0
0.754 6.38987e+13 1.80437e+13 3.03222e+13 3.87498e+12 1.00021e+13 1.65577e+12 0
0.755 6.39594e+13 1.80543e+13 3.03554e+13 3.87802e+12 1.00145e+13 1.65721e+12 0
0.756 6.40229e+13 1.80661e+13 3.039e+13 3.88106e+12 1.00271e+13 1.65865e+12 0
0.757 6.40894e+13 1.80789e+13 3.04263e+13 3.88411e+12 1.004e+13 1.66009e+12 0
0.758 6.41587e+13 1.80921e+13 3.04646e+13 3.88716e+12 1.00533e+13 1.66152e+12 0
0.759 6.42303e+13 1.81057e+13 3.05046e+13 3.89022e+12 1.00668e+13 1.66296e+12 0
0.76 6.43032e+13 1.81197e+13 3.05459e+13 3.89334e+12 1.00799e+13 1.66439e+12 0
0.761 6.43772e+13 1.81341e+13 3.05886e+13 3.89655e+12 1.00921e+13 1.6658e+12 0
0.762 6.44527e+13 1.81488e+13 3.06328e+13 3.89983e+12 1.01041e+13 1.66716e+12 0
0.763 6.45275e+13 1.81638e+13 3.06763e+13 3.90315e+12 1.01159e+13 1.66849e+12 0
0.764 6.46013e+13 1.81793e+13 3.07184e+13 3.90649e+12 1.01273e+13 1.66981e+12 0
0.765 6.46743e+13 1.81954e+13 3.07593e+13 3.90986e+12 1.01386e+13 1.67115e+12 0
0.766 6.47461e+13 1.82117e+13 3.07989e+13 3.91325e+12 1.01498e+13 1.67249e+12 0
0.767 6.48166e+13 1.8228e+13 3.08372e+13 3.91666e+12 1.01609e+13 1.67382e+12 0
