Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s)
0.602 3.17262e+13 0 1.02706e+13 2.44694e+12 1.60137e+13 2.99497e+12
0.603 3.17807e+13 0 1.02885e+13 2.45083e+12 1.60417e+13 2.99967e+12
0.604 3.18352e+13 0 1.03064e+13 2.45473e+12 1.60696e+13 3.00437e+12
0.605 3.18897e+13 0 1.03244e+13 2.45862e+12 1.60976e+13 3.00908e+12
0.606 3.19442e+13 0 1.03423e+13 2.46253e+12 1.61256e+13 3.01379e+12
0.607 3.19988e+13 0 1.03603e+13 2.46643e+12 1.61536e+13 3.0185e+12
0.608 3.20534e+13 0 1.03783e+13 2.47033e+12 1.61816e+13 3.02321e+12
0.609 3.21081e+13 0 1.03962e+13 2.47424e+12 1.62097e+13 3.02793e+12
0.61 3.21627e+13 0 1.04142e+13 2.47815e+12 1.62377e+13 3.03265e+12
0.611 3.22174e+13 0 1.04322e+13 2.48206e+12 1.62658e+13 3.03737e+12
0.612 3.22722e+13 0 1.04502e+13 2.48597e+12 1.62939e+13 3.04209e+12
0.613 3.23269e+13 0 1.04682e+13 2.48989e+12 1.6322e+13 3.04682e+12
0.614 3.23817e+13 0 1.04863e+13 2.4938e+12 1.63501e+13 3.05155e+12
0.615 3.24365e+13 0 1.05043e+13 2.49772e+12 1.63782e+13 3.05628e+12
0.616 3.24913e+13 0 1.05224e+13 2.50164e+12 1.64063e+13 3.06102e+12
0.617 3.25462e+13 0 1.05404e+13 2.50557e+12 1.64345e+13 3.06575e+12
0.618 3.26011e+13 0 1.05585e+13 2.50949e+12 1.64627e+13 3.07049e+12
0.619 3.2656e+13 0 1.05765e+13 2.51342e+12 1.64908e+13 3.07523e+12
0.62 3.2711e+13 0 1.05946e+13 2.51735e+12 1.6519e+13 3.07998e+12
0.621 3.2766e+13 0 1.06127e+13 2.52128e+12 1.65473e+13 3.08472e+12
0.622 3.2821e+13 0 1.06308e+13 2.52522e+12 1.65755e+13 3.08947e+12
0.623 3.2876e+13 0 1.06489e+13 2.52915e+12 1.66037e+13 3.09422e+12
0.624 3.29311e+13 0 1.06671e+13 2.53309e+12 1.6632e+13 3.09898e+12
0.625 3.29862e+13 0 1.06852e+13 2.53703e+12 1.66603e+13 3.10373e+12
0.626 3.30413e+13 0 1.07033e+13 2.54097e+12 1.66886e+13 3.10849e+12
0.627 3.30965e+13 0 1.07215e+13 2.54491e+12 1.67169e+13 3.11325e+12
0.628 3.31517e+13 0 1.07396e+13 2.54886e+12 1.67452e+13 3.11802e+12
0.629 3.32069e+13 0 1.07578e+13 2.55281e+12 1.67735e+13 3.12279e+12
0.63 3.32622e+13 0 1.0776e+13 2.55676e+12 1.68019e+13 3.12755e+12
0.631 3.33174e+13 0 1.07942e+13 2.56071e+12 1.68302e+13 3.13233e+12
0.632 3.33727e+13 0 1.08124e+13 2.56467e+12 1.68586e+13 3.1371e+12
0.633 3.34281e+13 0 1.08306e+13 2.56862e+12 1.6887e+13 3.14188e+12
0.634 3.34834e+13 0 1.08488e+13 2.57258e+12 1.69154e+13 3.14666e+12
0.635 3.35388e+13 0 1.0867e+13 2.57654e+12 1.69438e+13 3.15144e+12
0.636 3.35943e+13 0 1.08853e+13 2.5805e+12 1.69723e+13 3.15622e+12
0.637 3.36497e+13 0 1.09035e+13 2.58447e+12 1.70007e+13 3.16101e+12
0.638 3.37052e+13 0 1.09218e+13 2.58844e+12 1.70292e+13 3.1658e+12
0.639 3.37607e+13 0 1.094e+13 2.5924e+12 1.70577e+13 3.17059e+12
0.64 3.38162e+13 0 1.09583e+13 2.59638e+12 1.70862e+13 3.17538e+12
0.641 3.38718e+13 0 1.09766e+13 2.60035e+12 1.71147e+13 3.18018e+12
0.642 3.39274e+13 0 1.09949e+13 2.60432e+12 1.71432e+13 3.18498e+12
0.643 3.3983e+13 0 1.10132e+13 2.6083e+12 1.71717e+13 3.18978e+12
0.644 3.40387e+13 0 1.10315e+13 2.61228e+12 1.72003e+13 3.19458e+12
0.645 3.40944e+13 0 1.10498e+13 2.61626e+12 1.72289e+13 3.19939e+12
0.646 3.41501e+13 0 1.10682e+13 2.62025e+12 1.72575e+13 3.2042e+12
0.647 3.42058e+13 0 1.10865e+13 2.62423e+12 1.72861e+13 3.20901e+12
0.648 3.42616e+13 0 1.11049e+13 2.62822e+12 1.73147e+13 3.21383e+12
0.649 3.43174e+13 0 1.11232e+13 2.63221e+12 1.73433e+13 3.21864e+12
0.65 3.43732e+13 0 1.11416e+13 2.6362e+12 1.7372e+13 3.22346e+12
0.651 3.44291e+13 0 1.116e+13 2.64019e+12 1.74006e+13 3.22828e+12
0.652 3.4485e+13 0 1.11784e+13 2.64419e+12 1.74293e+13 3.23311e+12
0.653 3.45409e+13 0 1.11968e+13 2.64819e+12 1.7458e+13 3.23793e+12
0.654 3.45969e+13 0 1.12152e+13 2.65219e+12 1.74867e+13 3.24276e+12
0.655 3.46528e+13 0 1.12336e+13 2.65619e+12 1.75154e+13 3.2476e+12
0.656 3.47088e+13 0 1.1252e+13 2.6602e+12 1.75442e+13 3.25243e+12
0.657 3.47649e+13 0 1.12705e+13 2.6642e+12 1.75729e+13 3.25727e+12
0.658 3.48209e+13 0 1.12889e+13 2.66821e+12 1.76017e+13 3.26211e+12
0.659 3.4877e+13 0 1.13074e+13 2.67222e+12 1.76305e+13 3.26695e+12
0.66 3.49332e+13 0 1.13259e+13 2.67624e+12 1.76593e+13 3.27179e+12
0.661 3.49893e+13 0 1.13443e+13 2.68025e+12 1.76881e+13 3.27664e+12
0.662 3.50455e+13 0 1.13628e+13 2.68427e+12 1.77169e+13 3.28149e+12
0.663 3.51017e+13 0 1.13813e+13 2.68829e+12 1.77458e+13 3.28634e+12
0.664 3.5158e+13 0 1.13998e+13 2.69231e+12 1.77746e+13 3.2912e+12
0.665 3.52143e+13 0 1.14183e+13 2.69633e+12 1.78035e+13 3.29605e+12
0.666 3.52706e+13 0 1.14369e+13 2.70036e+12 1.78324e+13 3.30091e+12
0.667 3.53269e+13 0 1.14554e+13 2.70438e+12 1.78613e+13 3.30578e+12
0.668 3.53833e+13 0 1.1474e+13 2.70841e+12 1.78902e+13 3.31064e+12
0.669 3.54396e+13 0 1.14925e+13 2.71245e+12 1.79192e+13 3.31551e+12
0.67 3.54961e+13 0 1.15111e+13 2.71648e+12 1.79481e+13 3.32038e+12
0.671 3.55525e+13 0 1.15297e+13 2.72052e+12 1.79771e+13 3.32525e+12
0.672 3.5609e+13 0 1.15482e+13 2.72455e+12 1.80061e+13 3.33013e+12
0.673 3.56655e+13 0 1.15668e+13 2.72859e+12 1.80351e+13 3.335e+12
0.674 3.57221e+13 0 1.15854e+13 2.73264e+12 1.80641e+13 3.33988e+12
0.675 3.57786e+13 0 1.16041e+13 2.73668e+12 1.80931e+13 3.34477e+12
0.676 3.58352e+13 0 1.16227e+13 2.74073e+12 1.81222e+13 3.34965e+12
0.677 3.58919e+13 0 1.16413e+13 2.74478e+12 1.81512e+13 3.35454e+12
0.678 3.59485e+13 0 1.166e+13 2.74883e+12 1.81803e+13 3.35943e+12
0.679 3.60052e+13 0 1.16786e+13 2.75288e+12 1.82094e+13 3.36432e+12
0.68 3.60619e+13 0 1.16973e+13 2.75694e+12 1.82385e+13 3.36922e+12
0.681 3.61187e+13 0 1.1716e+13 2.76099e+12 1.82676e+13 3.37412e+12
0.682 3.61755e+13 0 1.17347e+13 2.76505e+12 1.82968e+13 3.37902e+12
0.683 3.62323e+13 0 1.17533e+13 2.76911e+12 1.83259e+13 3.38392e+12
0.684 3.62891e+13 0 1.17721e+13 2.77318e+12 1.83551e+13 3.38882e+12
0.685 3.6346e+13 0 1.17908e+13 2.77724e+12 1.83843e+13 3.39373e+12
0.686 3.64029e+13 0 1.18095e+13 2.78131e+12 1.84135e+13 3.39864e+12
0.687 3.64598e+13 0 1.18282e+13 2.78538e+12 1.84427e+13 3.40356e+12
0.688 3.65168e+13 0 1.1847e+13 2.78945e+12 1.84719e+13 3.40847e+12
0.689 3.65738e+13 0 1.18657e+13 2.79353e+12 1.85011e+13 3.41339e+12
0.69 3.66308e+13 0 1.18845e+13 2.7976e+12 1.85304e+13 3.41831e+12
0.691 3.66879e+13 0 1.19033e+13 2.80168e+12 1.85597e+13 3.42324e+12
0.692 3.67449e+13 0 1.1922e+13 2.80576e+12 1.8589e+13 3.42816e+12
0.693 3.6802e+13 0 1.19408e+13 2.80985e+12 1.86183e+13 3.43309e+12
0.694 3.68592e+13 0 1.19596e+13 2.81393e+12 1.86476e+13 3.43802e+12
0.695 3.69164e+13 0 1.19785e+13 2.81802e+12 1.86769e+13 3.44295e+12
0.696 3.69736e+13 0 1.19973e+13 2.82211e+12 1.87063e+13 3.44789e+12
0.697 3.70308e+13 0 1.20161e+13 2.8262e+12 1.87357e+13 3.45283e+12
0.698 3.70881e+13 0 1.2035e+13 2.83029e+12 1.8765e+13 3.45777e+12
0.699 3.71453e+13 0 1.20538e+13 2.83439e+12 1.87944e+13 3.46271e+12
0.7 3.72027e+13 0 1.20727e+13 2.83848e+12 1.88239e+13 3.46766e+12
0.701 3.726e+13 0 1.20915e+13 2.84258e+12 1.88533e+13 3.47261e+12
0.702 3.73174e+13 0 1.21104e+13 2.84668e+12 1.88827e+13 3.47756e+12
0.703 3.73748e+13 0 1.21293e+13 2.85079e+12 1.89122e+13 3.48252e+12
0.704 3.74323e+13 0 1.21482e+13 2.85489e+12 1.89417e+13 3.48747e+12
0.705 3.74897e+13 0 1.21671e+13 2.859e+12 1.89712e+13 3.49243e+12
0.706 3.75472e+13 0 1.21861e+13 2.86311e+12 1.90007e+13 3.49739e+12
0.707 3.76048e+13 0 1.2205e+13 2.86723e+12 1.90302e+13 3.50236e+12
0.708 3.76623e+13 0 1.22239e+13 2.87134e+12 1.90597e+13 3.50733e+12
0.709 3.77199e+13 0 1.22429e+13 2.87546e+12 1.90893e+13 3.51229e+12
0.71 3.77775e+13 0 1.22618e+13 2.87958e+12 1.91189e+13 3.51727e+12
0.711 3.78352e+13 0 1.22808e+13 2.8837e+12 1.91484e+13 3.52224e+12
0.712 3.78929e+13 0 1.22998e+13 2.88782e+12 1.9178e+13 3.52722e+12
0.713 3.79506e+13 0 1.23188e+13 2.89195e+12 1.92077e+13 3.5322e+12
0.714 3.80083e+13 0 1.23378e+13 2.89607e+12 1.92373e+13 3.53718e+12
0.715 3.80661e+13 0 1.23568e+13 2.9002e+12 1.92669e+13 3.54217e+12
0.716 3.81239e+13 0 1.23758e+13 2.90433e+12 1.92966e+13 3.54715e+12
0.717 3.81818e+13 0 1.23949e+13 2.90847e+12 1.93263e+13 3.55214e+12
0.718 3.82396e+13 0 1.24139e+13 2.9126e+12 1.9356e+13 3.55714e+12
0.719 3.82975e+13 0 1.2433e+13 2.91674e+12 1.93857e+13 3.56213e+12
0.72 3.83554e+13 0 1.2452e+13 2.92088e+12 1.94154e+13 3.56713e+12
0.721 3.84134e+13 0 1.24711e+13 2.92502e+12 1.94452e+13 3.57213e+12
0.722 3.84714e+13 0 1.24902e+13 2.92917e+12 1.94749e+13 3.57713e+12
0.723 3.85294e+13 0 1.25093e+13 2.93332e+12 1.95047e+13 3.58214e+12
0.724 3.85874e+13 0 1.25284e+13 2.93746e+12 1.95345e+13 3.58715e+12
0.725 3.86455e+13 0 1.25475e+13 2.94162e+12 1.95643e+13 3.59216e+12
0.726 3.87036e+13 0 1.25666e+13 2.94577e+12 1.95941e+13 3.59717e+12
0.727 3.87618e+13 0 1.25857e+13 2.94992e+12 1.96239e+13 3.60219e+12
0.728 3.88199e+13 0 1.26049e+13 2.95408e+12 1.96538e+13 3.60721e+12
0.729 3.88781e+13 0 1.2624e+13 2.95824e+12 1.96836e+13 3.61223e+12
0.73 3.89364e+13 0 1.26432e+13 2.9624e+12 1.97135e+13 3.61725e+12
0.731 3.89946e+13 0 1.26624e+13 2.96657e+12 1.97434e+13 3.62228e+12
0.732 3.90529e+13 0 1.26815e+13 2.97073e+12 1.97733e+13 3.62731e+12
0.733 3.91112e+13 0 1.27007e+13 2.9749e+12 1.98033e+13 3.63234e+12
0.734 3.91696e+13 0 1.27199e+13 2.97907e+12 1.98332e+13 3.63737e+12
0.735 3.9228e+13 0 1.27392e+13 2.98324e+12 1.98632e+13 3.64241e+12
0.736 3.92864e+13 0 1.27584e+13 2.98742e+12 1.98932e+13 3.64745e+12
0.737 3.93448e+13 0 1.27776e+13 2.99159e+12 1.99231e+13 3.65249e+12
0.738 3.94033e+13 0 1.27969e+13 2.99577e+12 1.99532e+13 3.65753e+12
0.739 3.94618e+13 0 1.28161e+13 2.99995e+12 1.99832e+13 3.66258e+12
0.74 3.95204e+13 0 1.28354e+13 3.00414e+12 2.00132e+13 3.66763e+12
0.741 3.95789e+13 0 1.28546e+13 3.00832e+12 2.00433e+13 3.67268e+12
0.742 3.96375e+13 0 1.28739e+13 3.01251e+12 2.00733e+13 3.67774e+12
0.743 3.96961e+13 0 1.28932e+13 3.0167e+12 2.01034e+13 3.68279e+12
0.744 3.97548e+13 0 1.29125e+13 3.02089e+12 2.01335e+13 3.68785e+12
0.745 3.98135e+13 0 1.29318e+13 3.02509e+12 2.01636e+13 3.69292e+12
0.746 3.98722e+13 0 1.29512e+13 3.02928e+12 2.01938e+13 3.69798e+12
0.747 3.9931e+13 0 1.29705e+13 3.03348e+12 2.02239e+13 3.70305e+12
0.748 3.99897e+13 0 1.29898e+13 3.03768e+12 2.02541e+13 3.70812e+12
0.749 4.00486e+13 0 1.30092e+13 3.04188e+12 2.02843e+13 3.71319e+12
0.75 4.01074e+13 0 1.30286e+13 3.04609e+12 2.03145e+13 3.71827e+12
0.751 4.01663e+13 0 1.30479e+13 3.0503e+12 2.03447e+13 3.72334e+12
0.752 4.02252e+13 0 1.30673e+13 3.0545e+12 2.03749e+13 3.72843e+12
0.753 4.02841e+13 0 1.30867e+13 3.05872e+12 2.04052e+13 3.73351e+12
0.754 4.03431e+13 0 1.31061e+13 3.06293e+12 2.04354e+13 3.73859e+12
0.755 4.04021e+13 0 1.31255e+13 3.06714e+12 2.04657e+13 3.74368e+12
0.756 4.04611e+13 0 1.3145e+13 3.07136e+12 2.0496e+13 3.74877e+12
0.757 4.05201e+13 0 1.31644e+13 3.07558e+12 2.05263e+13 3.75387e+12
0.758 4.05792e+13 0 1.31838e+13 3.0798e+12 2.05566e+13 3.75896e+12
0.759 4.06384e+13 0 1.32033e+13 3.08403e+12 2.0587e+13 3.76406e+12
0.76 4.06975e+13 0 1.32228e+13 3.08825e+12 2.06173e+13 3.76916e+12
0.761 4.07567e+13 0 1.32422e+13 3.09248e+12 2.06477e+13 3.77427e+12
0.762 4.08159e+13 0 1.32617e+13 3.09671e+12 2.06781e+13 3.77937e+12
0.763 4.08751e+13 0 1.32812e+13 3.10095e+12 2.07085e+13 3.78448e+12
0.764 4.09344e+13 0 1.33007e+13 3.10518e+12 2.07389e+13 3.7896e+12
0.765 4.09937e+13 0 1.33203e+13 3.10942e+12 2.07693e+13 3.79471e+12
0.766 4.1053e+13 0 1.33398e+13 3.11366e+12 2.07998e+13 3.79983e+12
0.767 4.11124e+13 0 1.33593e+13 3.1179e+12 2.08302e+13 3.80495e+12
0.768 4.11718e+13 0 1.33789e+13 3.12214e+12 2.08607e+13 3.81007e+12
0.769 4.12312e+13 0 1.33984e+13 3.12639e+12 2.08912e+13 3.81519e+12
0.77 4.12907e+13 0 1.3418e+13 3.13064e+12 2.09217e+13 3.82032e+12
0.771 4.13502e+13 0 1.34376e+13 3.13489e+12 2.09523e+13 3.82545e+12
0.772 4.14097e+13 0 1.34572e+13 3.13914e+12 2.09828e+13 3.83058e+12
0.773 4.14692e+13 0 1.34768e+13 3.14339e+12 2.10134e+13 3.83572e+12
0.774 4.15288e+13 0 1.34964e+13 3.14765e+12 2.1044e+13 3.84086e+12
0.775 4.15884e+13 0 1.3516e+13 3.15191e+12 2.10746e+13 3.846e+12
0.776 4.16481e+13 0 1.35356e+13 3.15617e+12 2.11052e+13 3.85114e+12
0.777 4.17078e+13 0 1.35552e+13 3.16043e+12 2.11358e+13 3.85629e+12
0.778 4.17675e+13 0 1.35749e+13 3.1647e+12 2.11664e+13 3.86143e+12
0.779 4.18272e+13 0 1.35946e+13 3.16897e+12 2.11971e+13 3.86658e+12
0.78 4.1887e+13 0 1.36142e+13 3.17324e+12 2.12278e+13 3.87174e+12
0.781 4.19468e+13 0 1.36339e+13 3.17751e+12 2.12584e+13 3.87689e+12
0.782 4.20066e+13 0 1.36536e+13 3.18178e+12 2.12892e+13 3.88205e+12
0.783 4.20664e+13 0 1.36733e+13 3.18606e+12 2.13199e+13 3.88721e+12
0.784 4.21263e+13 0 1.3693e+13 3.19034e+12 2.13506e+13 3.89238e+12
0.785 4.21863e+13 0 1.37127e+13 3.19462e+12 2.13814e+13 3.89754e+12
0.786 4.22462e+13 0 1.37325e+13 3.1989e+12 2.14121e+13 3.90271e+12
0.787 4.23062e+13 0 1.37522e+13 3.20318e+12 2.14429e+13 3.90789e+12
0.788 4.23662e+13 0 1.3772e+13 3.20747e+12 2.14737e+13 3.91306e+12
0.789 4.24263e+13 0 1.37917e+13 3.21176e+12 2.15045e+13 3.91824e+12
0.79 4.24863e+13 0 1.38115e+13 3.21605e+12 2.15354e+13 3.92342e+12
0.791 4.25464e+13 0 1.38313e+13 3.22035e+12 2.15662e+13 3.9286e+12
0.792 4.26066e+13 0 1.38511e+13 3.22464e+12 2.15971e+13 3.93378e+12
0.793 4.26667e+13 0 1.38709e+13 3.22894e+12 2.1628e+13 3.93897e+12
0.794 4.27269e+13 0 1.38907e+13 3.23324e+12 2.16589e+13 3.94416e+12
0.795 4.27872e+13 0 1.39105e+13 3.23754e+12 2.16898e+13 3.94935e+12
0.796 4.28474e+13 0 1.39303e+13 3.24185e+12 2.17207e+13 3.95455e+12
0.797 4.29077e+13 0 1.39502e+13 3.24615e+12 2.17516e+13 3.95975e+12
0.798 4.29681e+13 0 1.397e+13 3.25046e+12 2.17826e+13 3.96495e+12
0.799 4.30284e+13 0 1.39899e+13 3.25477e+12 2.18136e+13 3.97015e+12
0.8 4.30888e+13 0 1.40098e+13 3.25909e+12 2.18446e+13 3.97536e+12
0.801 4.31492e+13 0 1.40297e+13 3.2634e+12 2.18756e+13 3.98057e+12
0.802 4.32097e+13 0 1.40496e+13 3.26772e+12 2.19066e+13 3.98578e+12
0.803 4.32701e+13 0 1.40695e+13 3.27204e+12 2.19377e+13 3.99099e+12
0.804 4.33307e+13 0 1.40894e+13 3.27636e+12 2.19687e+13 3.99621e+12
0.805 4.33912e+13 0 1.41093e+13 3.28068e+12 2.19998e+13 4.00143e+12
0.806 4.34518e+13 0 1.41292e+13 3.28501e+12 2.20309e+13 4.00665e+12
0.807 4.35124e+13 0 1.41492e+13 3.28934e+12 2.2062e+13 4.01187e+12
0.808 4.3573e+13 0 1.41691e+13 3.29367e+12 2.20931e+13 4.0171e+12
0.809 4.36337e+13 0 1.41891e+13 3.298e+12 2.21242e+13 4.02233e+12
0.81 4.36944e+13 0 1.42091e+13 3.30234e+12 2.21554e+13 4.02756e+12
0.811 4.37551e+13 0 1.42291e+13 3.30667e+12 2.21866e+13 4.03279e+12
0.812 4.38159e+13 0 1.42491e+13 3.31101e+12 2.22177e+13 4.03803e+12
0.813 4.38767e+13 0 1.42691e+13 3.31536e+12 2.2249e+13 4.04327e+12
0.814 4.39375e+13 0 1.42891e+13 3.3197e+12 2.22802e+13 4.04851e+12
0.815 4.39983e+13 0 1.43091e+13 3.32404e+12 2.23114e+13 4.05376e+12
0.816 4.40592e+13 0 1.43292e+13 3.32839e+12 2.23427e+13 4.05901e+12
0.817 4.41201e+13 0 1.43492e+13 3.33274e+12 2.23739e+13 4.06426e+12
0.818 4.41811e+13 0 1.43693e+13 3.3371e+12 2.24052e+13 4.06951e+12
0.819 4.42421e+13 0 1.43894e+13 3.34145e+12 2.24365e+13 4.07477e+12
0.82 4.43031e+13 0 1.44094e+13 3.34581e+12 2.24678e+13 4.08002e+12
0.821 4.43641e+13 0 1.44295e+13 3.35017e+12 2.24991e+13 4.08528e+12
0.822 4.44252e+13 0 1.44496e+13 3.35453e+12 2.25305e+13 4.09055e+12
0.823 4.44863e+13 0 1.44697e+13 3.35889e+12 2.25619e+13 4.09581e+12
0.824 4.45474e+13 0 1.44899e+13 3.36326e+12 2.25932e+13 4.10108e+12
0.825 4.46086e+13 0 1.451e+13 3.36762e+12 2.26246e+13 4.10635e+12
0.826 4.46698e+13 0 1.45301e+13 3.37199e+12 2.2656e+13 4.11163e+12
0.827 4.4731e+13 0 1.45503e+13 3.37637e+12 2.26875e+13 4.11691e+12
0.828 4.47923e+13 0 1.45705e+13 3.38074e+12 2.27189e+13 4.12219e+12
0.829 4.48536e+13 0 1.45906e+13 3.38512e+12 2.27504e+13 4.12747e+12
0.83 4.49149e+13 0 1.46108e+13 3.3895e+12 2.27818e+13 4.13275e+12
0.831 4.49763e+13 0 1.4631e+13 3.39388e+12 2.28133e+13 4.13804e+12
0.832 4.50377e+13 0 1.46512e+13 3.39826e+12 2.28448e+13 4.14333e+12
0.833 4.50991e+13 0 1.46714e+13 3.40265e+12 2.28764e+13 4.14862e+12
0.834 4.51605e+13 0 1.46917e+13 3.40703e+12 2.29079e+13 4.15392e+12
0.835 4.5222e+13 0 1.47119e+13 3.41142e+12 2.29395e+13 4.15921e+12
0.836 4.52835e+13 0 1.47321e+13 3.41581e+12 2.2971e+13 4.16451e+12
0.837 4.53451e+13 0 1.47524e+13 3.42021e+12 2.30026e+13 4.16982e+12
0.838 4.54066e+13 0 1.47727e+13 3.4246e+12 2.30342e+13 4.17512e+12
0.839 4.54682e+13 0 1.47929e+13 3.429e+12 2.30659e+13 4.18043e+12
0.84 4.55299e+13 0 1.48132e+13 3.4334e+12 2.30975e+13 4.18574e+12
0.841 4.55915e+13 0 1.48335e+13 3.43781e+12 2.31292e+13 4.19106e+12
0.842 4.56532e+13 0 1.48538e+13 3.44221e+12 2.31608e+13 4.19637e+12
0.843 4.5715e+13 0 1.48742e+13 3.44662e+12 2.31925e+13 4.20169e+12
0.844 4.57767e+13 0 1.48945e+13 3.45103e+12 2.32242e+13 4.20701e+12
0.845 4.58385e+13 0 1.49148e+13 3.45544e+12 2.32559e+13 4.21234e+12
0.846 4.59004e+13 0 1.49352e+13 3.45985e+12 2.32877e+13 4.21766e+12
0.847 4.59622e+13 0 1.49555e+13 3.46427e+12 2.33194e+13 4.22299e+12
0.848 4.60241e+13 0 1.49759e+13 3.46869e+12 2.33512e+13 4.22833e+12
0.849 4.6086e+13 0 1.49963e+13 3.47311e+12 2.3383e+13 4.23366e+12
0.85 4.6148e+13 0 1.50167e+13 3.47753e+12 2.34148e+13 4.239e+12
0.851 4.621e+13 0 1.50371e+13 3.48196e+12 2.34466e+13 4.24434e+12
0.852 4.6272e+13 0 1.50575e+13 3.48638e+12 2.34784e+13 4.24968e+12
0.853 4.6334e+13 0 1.50779e+13 3.49081e+12 2.35103e+13 4.25503e+12
0.854 4.63961e+13 0 1.50984e+13 3.49524e+12 2.35421e+13 4.26037e+12
0.855 4.64582e+13 0 1.51188e+13 3.49968e+12 2.3574e+13 4.26572e+12
0.856 4.65203e+13 0 1.51393e+13 3.50411e+12 2.36059e+13 4.27108e+12
0.857 4.65825e+13 0 1.51597e+13 3.50855e+12 2.36378e+13 4.27643e+12
0.858 4.66447e+13 0 1.51802e+13 3.51299e+12 2.36697e+13 4.28179e+12
0.859 4.6707e+13 0 1.52007e+13 3.51743e+12 2.37017e+13 4.28715e+12
0.86 4.67692e+13 0 1.52212e+13 3.52188e+12 2.37337e+13 4.29252e+12
0.861 4.68315e+13 0 1.52417e+13 3.52633e+12 2.37656e+13 4.29788e+12
0.862 4.68939e+13 0 1.52622e+13 3.53077e+12 2.37976e+13 4.30325e+12
0.863 4.69562e+13 0 1.52827e+13 3.53523e+12 2.38296e+13 4.30862e+12
0.864 4.70186e+13 0 1.53033e+13 3.53968e+12 2.38617e+13 4.314e+12
0.865 4.7081e+13 0 1.53238e+13 3.54413e+12 2.38937e+13 4.31937e+12
0.866 4.71435e+13 0 1.53444e+13 3.54859e+12 2.39258e+13 4.32475e+12
0.867 4.7206e+13 0 1.53649e+13 3.55305e+12 2.39578e+13 4.33014e+12
0.868 4.72685e+13 0 1.53855e+13 3.55752e+12 2.39899e+13 4.33552e+12
0.869 4.7331e+13 0 1.54061e+13 3.56198e+12 2.4022e+13 4.34091e+12
0.87 4.73936e+13 0 1.54267e+13 3.56645e+12 2.40542e+13 4.3463e+12
0.871 4.74562e+13 0 1.54473e+13 3.57092e+12 2.40863e+13 4.35169e+12
0.872 4.75189e+13 0 1.54679e+13 3.57539e+12 2.41185e+13 4.35709e+12
0.873 4.75816e+13 0 1.54886e+13 3.57986e+12 2.41506e+13 4.36249e+12
0.874 4.76443e+13 0 1.55092e+13 3.58434e+12 2.41828e+13 4.36789e+12
0.875 4.7707e+13 0 1.55299e+13 3.58881e+12 2.4215e+13 4.37329e+12
0.876 4.77698e+13 0 1.55505e+13 3.59329e+12 2.42473e+13 4.3787e+12
0.877 4.78326e+13 0 1.55712e+13 3.59777e+12 2.42795e+13 4.38411e+12
0.878 4.78954e+13 0 1.55919e+13 3.60226e+12 2.43118e+13 4.38952e+12
0.879 4.79583e+13 0 1.56126e+13 3.60675e+12 2.4344e+13 4.39493e+12
0.88 4.80212e+13 0 1.56333e+13 3.61123e+12 2.43763e+13 4.40035e+12
0.881 4.80841e+13 0 1.5654e+13 3.61573e+12 2.44086e+13 4.40577e+12
0.882 4.81471e+13 0 1.56747e+13 3.62022e+12 2.44409e+13 4.41119e+12
0.883 4.82101e+13 0 1.56955e+13 3.62471e+12 2.44733e+13 4.41661e+12
0.884 4.82731e+13 0 1.57162e+13 3.62921e+12 2.45056e+13 4.42204e+12
0.885 4.83362e+13 0 1.5737e+13 3.63371e+12 2.4538e+13 4.42747e+12
0.886 4.83993e+13 0 1.57577e+13 3.63821e+12 2.45704e+13 4.4329e+12
0.887 4.84624e+13 0 1.57785e+13 3.64272e+12 2.46028e+13 4.43834e+12
0.888 4.85255e+13 0 1.57993e+13 3.64722e+12 2.46352e+13 4.44378e+12
0.889 4.85887e+13 0 1.58201e+13 3.65173e+12 2.46676e+13 4.44922e+12
0.89 4.86519e+13 0 1.58409e+13 3.65624e+12 2.47001e+13 4.45466e+12
0.891 4.87152e+13 0 1.58617e+13 3.66076e+12 2.47326e+13 4.46011e+12
0.892 4.87785e+13 0 1.58826e+13 3.66527e+12 2.47651e+13 4.46556e+12
0.893 4.88418e+13 0 1.59034e+13 3.66979e+12 2.47976e+13 4.47101e+12
0.894 4.89051e+13 0 1.59243e+13 3.67431e+12 2.48301e+13 4.47646e+12
0.895 4.89685e+13 0 1.59451e+13 3.67883e+12 2.48626e+13 4.48192e+12
0.896 4.90319e+13 0 1.5966e+13 3.68335e+12 2.48952e+13 4.48738e+12
0.897 4.90953e+13 0 1.59869e+13 3.68788e+12 2.49277e+13 4.49284e+12
0.898 4.91588e+13 0 1.60078e+13 3.69241e+12 2.49603e+13 4.4983e+12
0.899 4.92223e+13 0 1.60287e+13 3.69694e+12 2.49929e+13 4.50377e+12
0.9 4.92858e+13 0 1.60496e+13 3.70147e+12 2.50255e+13 4.50924e+12
0.901 4.93494e+13 0 1.60705e+13 3.70601e+12 2.50581e+13 4.51471e+12
0.902 4.9413e+13 0 1.60915e+13 3.71055e+12 2.50908e+13 4.52019e+12
0.903 4.94766e+13 0 1.61124e+13 3.71509e+12 2.51235e+13 4.52567e+12
0.904 4.95403e+13 0 1.61334e+13 3.71963e+12 2.51561e+13 4.53115e+12
