Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s)
1.814 1.20999e+14 0 3.96835e+13 8.79038e+12 6.18811e+13 1.06436e+13
1.815 1.21092e+14 0 3.97143e+13 8.797e+12 6.19293e+13 1.06516e+13
1.816 1.21186e+14 0 3.97452e+13 8.80362e+12 6.19774e+13 1.06595e+13
1.817 1.21279e+14 0 3.97761e+13 8.81023e+12 6.20256e+13 1.06675e+13
1.818 1.21373e+14 0 3.9807e+13 8.81686e+12 6.20738e+13 1.06755e+13
1.819 1.21467e+14 0 3.98379e+13 8.82348e+12 6.2122e+13 1.06835e+13
1.82 1.21561e+14 0 3.98689e+13 8.83011e+12 6.21702e+13 1.06915e+13
1.821 1.21654e+14 0 3.98998e+13 8.83673e+12 6.22185e+13 1.06994e+13
1.822 1.21748e+14 0 3.99308e+13 8.84336e+12 6.22667e+13 1.07074e+13
1.823 1.21842e+14 0 3.99617e+13 8.85e+12 6.2315e+13 1.07154e+13
1.824 1.21936e+14 0 3.99927e+13 8.85663e+12 6.23633e+13 1.07234e+13
1.825 1.2203e+14 0 4.00237e+13 8.86327e+12 6.24117e+13 1.07314e+13
1.826 1.22124e+14 0 4.00547e+13 8.86991e+12 6.246e+13 1.07394e+13
1.827 1.22218e+14 0 4.00857e+13 8.87655e+12 6.25083e+13 1.07474e+13
1.828 1.22312e+14 0 4.01167e+13 8.8832e+12 6.25567e+13 1.07554e+13
1.829 1.22406e+14 0 4.01477e+13 8.88984e+12 6.26051e+13 1.07634e+13
1.83 1.225e+14 0 4.01788e+13 8.89649e+12 6.26535e+13 1.07714e+13
1.831 1.22594e+14 0 4.02098e+13 8.90314e+12 6.27019e+13 1.07794e+13
1.832 1.22688e+14 0 4.02409e+13 8.9098e+12 6.27504e+13 1.07874e+13
1.833 1.22783e+14 0 4.02719e+13 8.91645e+12 6.27988e+13 1.07955e+13
1.834 1.22877e+14 0 4.0303e+13 8.92311e+12 6.28473e+13 1.08035e+13
1.835 1.22971e+14 0 4.03341e+13 8.92977e+12 6.28958e+13 1.08115e+13
1.836 1.23065e+14 0 4.03652e+13 8.93644e+12 6.29443e+13 1.08195e+13
1.837 1.2316e+14 0 4.03963e+13 8.9431e+12 6.29928e+13 1.08276e+13
1.838 1.23254e+14 0 4.04275e+13 8.94977e+12 6.30413e+13 1.08356e+13
1.839 1.23349e+14 0 4.04586e+13 8.95644e+12 6.30899e+13 1.08436e+13
1.84 1.23443e+14 0 4.04898e+13 8.96311e+12 6.31385e+13 1.08517e+13
1.841 1.23537e+14 0 4.05209e+13 8.96979e+12 6.31871e+13 1.08597e+13
1.842 1.23632e+14 0 4.05521e+13 8.97646e+12 6.32357e+13 1.08677e+13
1.843 1.23727e+14 0 4.05833e+13 8.98314e+12 6.32843e+13 1.08758e+13
1.844 1.23821e+14 0 4.06145e+13 8.98982e+12 6.3333e+13 1.08838e+13
1.845 1.23916e+14 0 4.06457e+13 8.99651e+12 6.33816e+13 1.08919e+13
1.846 1.2401e+14 0 4.06769e+13 9.00319e+12 6.34303e+13 1.08999e+13
1.847 1.24105e+14 0 4.07081e+13 9.00988e+12 6.3479e+13 1.0908e+13
1.848 1.242e+14 0 4.07394e+13 9.01657e+12 6.35277e+13 1.0916e+13
1.849 1.24294e+14 0 4.07706e+13 9.02326e+12 6.35764e+13 1.09241e+13
1.85 1.24389e+14 0 4.08019e+13 9.02996e+12 6.36252e+13 1.09322e+13
1.851 1.24484e+14 0 4.08331e+13 9.03666e+12 6.3674e+13 1.09402e+13
1.852 1.24579e+14 0 4.08644e+13 9.04336e+12 6.37227e+13 1.09483e+13
1.853 1.24674e+14 0 4.08957e+13 9.05006e+12 6.37715e+13 1.09564e+13
1.854 1.24769e+14 0 4.0927e+13 9.05676e+12 6.38204e+13 1.09645e+13
1.855 1.24864e+14 0 4.09583e+13 9.06347e+12 6.38692e+13 1.09725e+13
1.856 1.24958e+14 0 4.09897e+13 9.07018e+12 6.3918e+13 1.09806e+13
1.857 1.25053e+14 0 4.1021e+13 9.07689e+12 6.39669e+13 1.09887e+13
1.858 1.25149e+14 0 4.10523e+13 9.0836e+12 6.40158e+13 1.09968e+13
1.859 1.25244e+14 0 4.10837e+13 9.09032e+12 6.40647e+13 1.10049e+13
1.86 1.25339e+14 0 4.11151e+13 9.09704e+12 6.41136e+13 1.1013e+13
1.861 1.25434e+14 0 4.11465e+13 9.10376e+12 6.41626e+13 1.10211e+13
1.862 1.25529e+14 0 4.11778e+13 9.11048e+12 6.42115e+13 1.10292e+13
1.863 1.25624e+14 0 4.12092e+13 9.11721e+12 6.42605e+13 1.10373e+13
1.864 1.25719e+14 0 4.12407e+13 9.12393e+12 6.43095e+13 1.10454e+13
1.865 1.25815e+14 0 4.12721e+13 9.13066e+12 6.43585e+13 1.10535e+13
1.866 1.2591e+14 0 4.13035e+13 9.1374e+12 6.44075e+13 1.10616e+13
1.867 1.26005e+14 0 4.1335e+13 9.14413e+12 6.44565e+13 1.10697e+13
1.868 1.26101e+14 0 4.13664e+13 9.15087e+12 6.45056e+13 1.10778e+13
1.869 1.26196e+14 0 4.13979e+13 9.15761e+12 6.45547e+13 1.10859e+13
1.87 1.26292e+14 0 4.14294e+13 9.16435e+12 6.46038e+13 1.1094e+13
1.871 1.26387e+14 0 4.14609e+13 9.17109e+12 6.46529e+13 1.11021e+13
1.872 1.26483e+14 0 4.14924e+13 9.17784e+12 6.4702e+13 1.11103e+13
1.873 1.26578e+14 0 4.15239e+13 9.18458e+12 6.47512e+13 1.11184e+13
1.874 1.26674e+14 0 4.15554e+13 9.19133e+12 6.48003e+13 1.11265e+13
1.875 1.26769e+14 0 4.1587e+13 9.19809e+12 6.48495e+13 1.11347e+13
1.876 1.26865e+14 0 4.16185e+13 9.20484e+12 6.48987e+13 1.11428e+13
1.877 1.26961e+14 0 4.16501e+13 9.2116e+12 6.49479e+13 1.11509e+13
1.878 1.27056e+14 0 4.16816e+13 9.21836e+12 6.49971e+13 1.11591e+13
1.879 1.27152e+14 0 4.17132e+13 9.22512e+12 6.50464e+13 1.11672e+13
1.88 1.27248e+14 0 4.17448e+13 9.23189e+12 6.50957e+13 1.11754e+13
1.881 1.27344e+14 0 4.17764e+13 9.23865e+12 6.51449e+13 1.11835e+13
1.882 1.27439e+14 0 4.1808e+13 9.24542e+12 6.51942e+13 1.11917e+13
1.883 1.27535e+14 0 4.18396e+13 9.25219e+12 6.52436e+13 1.11998e+13
1.884 1.27631e+14 0 4.18713e+13 9.25897e+12 6.52929e+13 1.1208e+13
1.885 1.27727e+14 0 4.19029e+13 9.26574e+12 6.53422e+13 1.12161e+13
1.886 1.27823e+14 0 4.19346e+13 9.27252e+12 6.53916e+13 1.12243e+13
1.887 1.27919e+14 0 4.19663e+13 9.2793e+12 6.5441e+13 1.12325e+13
1.888 1.28015e+14 0 4.19979e+13 9.28608e+12 6.54904e+13 1.12406e+13
1.889 1.28111e+14 0 4.20296e+13 9.29287e+12 6.55398e+13 1.12488e+13
1.89 1.28207e+14 0 4.20613e+13 9.29966e+12 6.55893e+13 1.1257e+13
1.891 1.28303e+14 0 4.2093e+13 9.30644e+12 6.56387e+13 1.12652e+13
1.892 1.284e+14 0 4.21248e+13 9.31324e+12 6.56882e+13 1.12733e+13
1.893 1.28496e+14 0 4.21565e+13 9.32003e+12 6.57377e+13 1.12815e+13
1.894 1.28592e+14 0 4.21882e+13 9.32683e+12 6.57872e+13 1.12897e+13
1.895 1.28688e+14 0 4.222e+13 9.33363e+12 6.58367e+13 1.12979e+13
1.896 1.28785e+14 0 4.22518e+13 9.34043e+12 6.58862e+13 1.13061e+13
1.897 1.28881e+14 0 4.22836e+13 9.34723e+12 6.59358e+13 1.13143e+13
1.898 1.28977e+14 0 4.23153e+13 9.35404e+12 6.59854e+13 1.13225e+13
1.899 1.29074e+14 0 4.23471e+13 9.36085e+12 6.6035e+13 1.13307e+13
1.9 1.2917e+14 0 4.2379e+13 9.36766e+12 6.60846e+13 1.13389e+13
1.901 1.29267e+14 0 4.24108e+13 9.37447e+12 6.61342e+13 1.13471e+13
1.902 1.29363e+14 0 4.24426e+13 9.38128e+12 6.61839e+13 1.13553e+13
1.903 1.2946e+14 0 4.24745e+13 9.3881e+12 6.62335e+13 1.13635e+13
1.904 1.29556e+14 0 4.25063e+13 9.39492e+12 6.62832e+13 1.13717e+13
1.905 1.29653e+14 0 4.25382e+13 9.40174e+12 6.63329e+13 1.13799e+13
1.906 1.29749e+14 0 4.25701e+13 9.40857e+12 6.63826e+13 1.13882e+13
1.907 1.29846e+14 0 4.2602e+13 9.41539e+12 6.64323e+13 1.13964e+13
1.908 1.29943e+14 0 4.26339e+13 9.42222e+12 6.64821e+13 1.14046e+13
1.909 1.3004e+14 0 4.26658e+13 9.42905e+12 6.65319e+13 1.14128e+13
1.91 1.30136e+14 0 4.26977e+13 9.43589e+12 6.65816e+13 1.14211e+13
1.911 1.30233e+14 0 4.27296e+13 9.44272e+12 6.66314e+13 1.14293e+13
1.912 1.3033e+14 0 4.27616e+13 9.44956e+12 6.66813e+13 1.14375e+13
1.913 1.30427e+14 0 4.27935e+13 9.4564e+12 6.67311e+13 1.14458e+13
1.914 1.30524e+14 0 4.28255e+13 9.46324e+12 6.67809e+13 1.1454e+13
1.915 1.30621e+14 0 4.28575e+13 9.47009e+12 6.68308e+13 1.14622e+13
1.916 1.30718e+14 0 4.28895e+13 9.47694e+12 6.68807e+13 1.14705e+13
1.917 1.30815e+14 0 4.29215e+13 9.48378e+12 6.69306e+13 1.14787e+13
1.918 1.30912e+14 0 4.29535e+13 9.49064e+12 6.69805e+13 1.1487e+13
1.919 1.31009e+14 0 4.29855e+13 9.49749e+12 6.70305e+13 1.14952e+13
1.92 1.31106e+14 0 4.30175e+13 9.50435e+12 6.70804e+13 1.15035e+13
1.921 1.31203e+14 0 4.30496e+13 9.51121e+12 6.71304e+13 1.15118e+13
1.922 1.313e+14 0 4.30816e+13 9.51807e+12 6.71804e+13 1.152e+13
1.923 1.31397e+14 0 4.31137e+13 9.52493e+12 6.72304e+13 1.15283e+13
1.924 1.31495e+14 0 4.31458e+13 9.5318e+12 6.72804e+13 1.15366e+13
1.925 1.31592e+14 0 4.31779e+13 9.53866e+12 6.73305e+13 1.15448e+13
1.926 1.31689e+14 0 4.321e+13 9.54553e+12 6.73805e+13 1.15531e+13
1.927 1.31786e+14 0 4.32421e+13 9.55241e+12 6.74306e+13 1.15614e+13
1.928 1.31884e+14 0 4.32742e+13 9.55928e+12 6.74807e+13 1.15697e+13
1.929 1.31981e+14 0 4.33063e+13 9.56616e+12 6.75308e+13 1.15779e+13
1.93 1.32079e+14 0 4.33385e+13 9.57304e+12 6.75809e+13 1.15862e+13
1.931 1.32176e+14 0 4.33706e+13 9.57992e+12 6.76311e+13 1.15945e+13
1.932 1.32274e+14 0 4.34028e+13 9.5868e+12 6.76812e+13 1.16028e+13
1.933 1.32371e+14 0 4.3435e+13 9.59369e+12 6.77314e+13 1.16111e+13
1.934 1.32469e+14 0 4.34672e+13 9.60058e+12 6.77816e+13 1.16194e+13
1.935 1.32566e+14 0 4.34994e+13 9.60747e+12 6.78318e+13 1.16277e+13
1.936 1.32664e+14 0 4.35316e+13 9.61436e+12 6.78821e+13 1.1636e+13
1.937 1.32762e+14 0 4.35638e+13 9.62126e+12 6.79323e+13 1.16443e+13
1.938 1.32859e+14 0 4.3596e+13 9.62816e+12 6.79826e+13 1.16526e+13
1.939 1.32957e+14 0 4.36283e+13 9.63506e+12 6.80328e+13 1.16609e+13
1.94 1.33055e+14 0 4.36605e+13 9.64196e+12 6.80831e+13 1.16692e+13
1.941 1.33153e+14 0 4.36928e+13 9.64887e+12 6.81335e+13 1.16775e+13
1.942 1.33251e+14 0 4.37251e+13 9.65577e+12 6.81838e+13 1.16859e+13
1.943 1.33348e+14 0 4.37574e+13 9.66268e+12 6.82342e+13 1.16942e+13
1.944 1.33446e+14 0 4.37897e+13 9.66959e+12 6.82845e+13 1.17025e+13
1.945 1.33544e+14 0 4.3822e+13 9.67651e+12 6.83349e+13 1.17108e+13
1.946 1.33642e+14 0 4.38543e+13 9.68342e+12 6.83853e+13 1.17192e+13
1.947 1.3374e+14 0 4.38866e+13 9.69034e+12 6.84357e+13 1.17275e+13
1.948 1.33838e+14 0 4.3919e+13 9.69726e+12 6.84862e+13 1.17358e+13
1.949 1.33936e+14 0 4.39513e+13 9.70419e+12 6.85366e+13 1.17442e+13
1.95 1.34034e+14 0 4.39837e+13 9.71111e+12 6.85871e+13 1.17525e+13
1.951 1.34133e+14 0 4.40161e+13 9.71804e+12 6.86376e+13 1.17609e+13
1.952 1.34231e+14 0 4.40485e+13 9.72497e+12 6.86881e+13 1.17692e+13
1.953 1.34329e+14 0 4.40809e+13 9.7319e+12 6.87386e+13 1.17775e+13
1.954 1.34427e+14 0 4.41133e+13 9.73884e+12 6.87892e+13 1.17859e+13
1.955 1.34525e+14 0 4.41457e+13 9.74578e+12 6.88397e+13 1.17943e+13
1.956 1.34624e+14 0 4.41781e+13 9.75272e+12 6.88903e+13 1.18026e+13
1.957 1.34722e+14 0 4.42106e+13 9.75966e+12 6.89409e+13 1.1811e+13
1.958 1.3482e+14 0 4.4243e+13 9.7666e+12 6.89915e+13 1.18193e+13
1.959 1.34919e+14 0 4.42755e+13 9.77355e+12 6.90421e+13 1.18277e+13
1.96 1.35017e+14 0 4.4308e+13 9.7805e+12 6.90928e+13 1.18361e+13
1.961 1.35116e+14 0 4.43405e+13 9.78745e+12 6.91434e+13 1.18444e+13
1.962 1.35214e+14 0 4.4373e+13 9.7944e+12 6.91941e+13 1.18528e+13
1.963 1.35313e+14 0 4.44055e+13 9.80136e+12 6.92448e+13 1.18612e+13
1.964 1.35411e+14 0 4.4438e+13 9.80831e+12 6.92955e+13 1.18696e+13
1.965 1.3551e+14 0 4.44705e+13 9.81527e+12 6.93463e+13 1.18779e+13
1.966 1.35609e+14 0 4.45031e+13 9.82224e+12 6.9397e+13 1.18863e+13
1.967 1.35707e+14 0 4.45356e+13 9.8292e+12 6.94478e+13 1.18947e+13
1.968 1.35806e+14 0 4.45682e+13 9.83617e+12 6.94986e+13 1.19031e+13
1.969 1.35905e+14 0 4.46008e+13 9.84314e+12 6.95494e+13 1.19115e+13
1.97 1.36004e+14 0 4.46333e+13 9.85011e+12 6.96002e+13 1.19199e+13
1.971 1.36102e+14 0 4.46659e+13 9.85708e+12 6.9651e+13 1.19283e+13
1.972 1.36201e+14 0 4.46986e+13 9.86406e+12 6.97019e+13 1.19367e+13
1.973 1.363e+14 0 4.47312e+13 9.87104e+12 6.97527e+13 1.19451e+13
1.974 1.36399e+14 0 4.47638e+13 9.87802e+12 6.98036e+13 1.19535e+13
1.975 1.36498e+14 0 4.47965e+13 9.885e+12 6.98545e+13 1.19619e+13
1.976 1.36597e+14 0 4.48291e+13 9.89199e+12 6.99055e+13 1.19703e+13
1.977 1.36696e+14 0 4.48618e+13 9.89898e+12 6.99564e+13 1.19787e+13
1.978 1.36795e+14 0 4.48944e+13 9.90597e+12 7.00074e+13 1.19872e+13
1.979 1.36894e+14 0 4.49271e+13 9.91296e+12 7.00583e+13 1.19956e+13
1.98 1.36993e+14 0 4.49598e+13 9.91996e+12 7.01093e+13 1.2004e+13
1.981 1.37092e+14 0 4.49925e+13 9.92695e+12 7.01603e+13 1.20124e+13
1.982 1.37191e+14 0 4.50253e+13 9.93395e+12 7.02113e+13 1.20209e+13
1.983 1.37291e+14 0 4.5058e+13 9.94095e+12 7.02624e+13 1.20293e+13
1.984 1.3739e+14 0 4.50907e+13 9.94796e+12 7.03135e+13 1.20377e+13
1.985 1.37489e+14 0 4.51235e+13 9.95496e+12 7.03645e+13 1.20462e+13
1.986 1.37588e+14 0 4.51562e+13 9.96197e+12 7.04156e+13 1.20546e+13
1.987 1.37688e+14 0 4.5189e+13 9.96898e+12 7.04667e+13 1.2063e+13
1.988 1.37787e+14 0 4.52218e+13 9.976e+12 7.05179e+13 1.20715e+13
1.989 1.37887e+14 0 4.52546e+13 9.98301e+12 7.0569e+13 1.20799e+13
1.99 1.37986e+14 0 4.52874e+13 9.99003e+12 7.06202e+13 1.20884e+13
1.991 1.38085e+14 0 4.53202e+13 9.99705e+12 7.06714e+13 1.20968e+13
1.992 1.38185e+14 0 4.53531e+13 1.00041e+13 7.07226e+13 1.21053e+13
1.993 1.38285e+14 0 4.53859e+13 1.00111e+13 7.07738e+13 1.21138e+13
1.994 1.38384e+14 0 4.54188e+13 1.00181e+13 7.0825e+13 1.21222e+13
1.995 1.38484e+14 0 4.54516e+13 1.00252e+13 7.08762e+13 1.21307e+13
1.996 1.38583e+14 0 4.54845e+13 1.00322e+13 7.09275e+13 1.21391e+13
1.997 1.38683e+14 0 4.55174e+13 1.00392e+13 7.09788e+13 1.21476e+13
1.998 1.38783e+14 0 4.55503e+13 1.00463e+13 7.10301e+13 1.21561e+13
1.999 1.38882e+14 0 4.55832e+13 1.00533e+13 7.10814e+13 1.21646e+13
